id,rank,training_name,training_type,hours
2248,Patrol Sergeant,Veterans Affairs S.A.V.E Training,Police Training,1
2249,Patrol Sergeant,Office of Highway Safety Planning OWI Investigations,Police Training,1
2250,Patrol Sergeant,MCOLES Active Duty Firearm Standard 2019,Police Training,1
2251,Patrol Sergeant,TSC Watchlisting Training,Police Training,1
2252,Patrol Sergeant,Street Survival II,Police Training,16
2253,Patrol Sergeant,19-905 OWI Investigations,Police Training,1
2254,Lead Mechanic,2019 Bloodborne Pathogens ,Police Training,1
2255,Lead Mechanic,Hazardous Materials 2019,Police Training,1
2256,Lead Mechanic,Ethical Decision Making and Intervention,Police Training,1
2257,Lead Mechanic,Michigan State Police Security Awareness Training Level 1,Police Training,1
2258,Lead Mechanic,Michigan State Police Security Awareness Training Level 2,Police Training,1
2259,Lead Mechanic,Michigan State Police Security Awareness Training Level 3,Police Training,1
2260,Patrol Officer,Outdoor Rifle Training,Police Training,9
2261,Patrol Officer,Rifle Training and Qualification,Police Training,8
2262,Patrol Officer,Advanced Roadside Impaired Driving Enforcement (ARIDE),Police Training,16
2263,Patrol Officer,Firearms Training/Qualification,Police Training,1
2264,Patrol Officer,Firearms Training/Qualification,Police Training,1
2265,Patrol Officer,Firearms Training/Qualification,Police Training,1
2266,Patrol Officer,Firearms Training/Qualification,Police Training,1
2267,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
2268,Patrol Officer,18-909 Avon C50 Gas Mask Training,Police Training,1
2269,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2270,Patrol Officer,Hazardous Materials 2019,Police Training,1
2271,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2272,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2273,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2274,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2275,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2276,Patrol Officer,2019 ALICE Methodology,Police Training,1
2277,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2278,Patrol Officer,2019 Below 100,Police Training,1
2279,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2280,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2281,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2282,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2283,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2284,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2285,Patrol Officer,2019 Accreditation Review,Police Training,1
2286,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2287,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2288,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2289,Patrol Officer,EVO Police Vehicle Operation - Instructor,Police Training,40
2290,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2291,Patrol Officer,Investigation of Non-stranger Sexual Assault,Police Training,8
2292,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2293,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
2294,Patrol Officer,TSC Watchlisting Training,Police Training,1
2295,Patrol Officer,19-905 OWI Investigations,Police Training,1
2296,Records Clerk,The Michigan Freedom of Information Act (FOIA),Police Training,8
2297,Records Clerk,2019 Bloodborne Pathogens ,Police Training,1
2298,Records Clerk,Hazardous Materials 2019,Police Training,1
2299,Records Clerk,Ethical Decision Making and Intervention,Police Training,1
2300,Records Clerk,Michigan State Police Security Awareness Training Level 1,Police Training,1
2301,Records Clerk,Michigan State Police Security Awareness Training Level 2,Police Training,1
2302,Records Clerk,Michigan State Police Security Awareness Training Level 3,Police Training,1
2303,Patrol Officer,Outdoor Rifle Training,Police Training,9
2304,Patrol Officer,Rifle Training and Qualification,Police Training,8
2305,Patrol Officer,Michigan Traffic Safety Summit,Police Training,24
2306,Patrol Officer,Advanced Roadside Impaired Driving Enforcement (ARIDE),Police Training,16
2307,Patrol Officer,Commercial Motor Vehicle (CMV) Officer Update,Police Training,5
2308,Patrol Officer,Firearms Training/Qualification,Police Training,1
2309,Patrol Officer,Firearms Training/Qualification,Police Training,1
2310,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2311,Patrol Officer,Hazardous Materials 2019,Police Training,1
2312,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2313,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2314,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2315,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2316,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2317,Patrol Officer,2019 ALICE Methodology,Police Training,1
2318,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2319,Patrol Officer,2019 Below 100,Police Training,1
2320,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2321,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2322,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2323,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2324,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2325,Patrol Officer,2019 Accreditation Training,Community Policing,1
2326,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2327,Patrol Officer,2019 Accreditation Review,Police Training,1
2328,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2329,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2330,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2331,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2332,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2333,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
2334,Patrol Officer,TSC Watchlisting Training,Police Training,1
2335,Patrol Officer,19-905 OWI Investigations,Police Training,1
2336,Patrol Officer,Taser Training,Police Training,8
2337,Patrol Officer,Rifle Training and Qualification,Police Training,8
2338,Patrol Officer,Rifle Training and Qualification,Police Training,8
2339,Patrol Officer,Firearms Training/Qualification,Police Training,1
2340,Patrol Officer,Firearms Training/Qualification,Police Training,1
2341,Patrol Officer,Firearms Training/Qualification,Police Training,1
2342,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
2343,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2344,Patrol Officer,Hazardous Materials 2019,Police Training,1
2345,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2346,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2347,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2348,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2349,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2350,Patrol Officer,2019 ALICE Methodology,Police Training,1
2351,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2352,Patrol Officer,2019 Below 100,Police Training,1
2353,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2354,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2355,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2356,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2357,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2358,Patrol Officer,2019 Accreditation Training,Community Policing,1
2359,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2360,Patrol Officer,2019 Accreditation Review,Police Training,1
2361,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2362,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2363,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2364,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2365,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2366,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
2367,Patrol Officer,TSC Watchlisting Training,Police Training,1
2368,Patrol Officer,19-905 OWI Investigations,Police Training,1
2369,Patrol Officer,Rifle Training and Qualification,Police Training,8
2370,Patrol Officer,Rifle Training and Qualification,Police Training,8
2371,Patrol Officer,Firearms Training/Qualification,Police Training,1
2372,Patrol Officer,Firearms Training/Qualification,Police Training,1
2373,Patrol Officer,Firearms Training/Qualification,Police Training,1
2374,Patrol Officer,Firearms Training/Qualification,Police Training,1
2375,Patrol Officer,Firearms Training/Qualification,Police Training,1
2376,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
2377,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2378,Patrol Officer,Hazardous Materials 2019,Police Training,1
2379,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2380,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2381,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2382,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2383,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2384,Patrol Officer,2019 ALICE Methodology,Police Training,1
2385,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2386,Patrol Officer,2019 Below 100,Police Training,1
2387,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2388,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2389,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
2390,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
2391,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
2392,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
2393,Patrol Officer,2019 Accreditation Review,Police Training,1
2394,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
2395,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
2396,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
2397,Patrol Officer,EVO Police Vehicle Operation - Instructor,Police Training,40
2398,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
2399,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
2400,Patrol Officer,Oral Fluid Roadside Analysis Pilot Program,Police Training,4
2401,Patrol Officer,TSC Watchlisting Training,Police Training,1
2402,Patrol Officer,Drug Recognition Expert School,Police Training,40
2403,Patrol Officer,19-905 OWI Investigations,Police Training,1
2404,Patrol Officer,Rifle Training and Qualification,Police Training,8
2405,Patrol Officer,Rifle Training and Qualification,Police Training,8
2406,Patrol Officer,Firearms Training/Qualification,Police Training,1
2407,Patrol Officer,Firearms Training/Qualification,Police Training,1
2408,Patrol Officer,Firearms Training/Qualification,Police Training,1
2409,Patrol Officer,Firearms Training/Qualification,Police Training,1
2410,Patrol Officer,Firearms Training/Qualification,Police Training,1
2411,Patrol Officer,Decision Making - Use of Force - Implicit Bias,Police Training,8
2412,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
2413,Patrol Officer,Hazardous Materials 2019,Police Training,1
2414,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
2415,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
2416,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
2417,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
2418,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
2419,Patrol Officer,2019 ALICE Methodology,Police Training,1
2420,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
2421,Patrol Officer,2019 Below 100,Police Training,1
2422,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
2423,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
2424,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
